RunnerSettings(num_particles=99, num_neighbours=99, iterations=1200, dimensions=24, local=False, velocity_clamp=(-5, 5), optimizer_options={})
FEATURE EVALUATION CONFIG
========
averageAmount: 50
maxDropRem: -1
numGames: -1
numLines: 130
seed: -1
startingLevel: 18
startingLines: 0
========
MoveEvaluatorGroup used: BothLinearAdv

iteration,time_taken,train_score,eval_score,vector
1,5.193,82444.800,0.000,[0.6743592464196574 0.23214268808607696 0.29730254147972157 0.8701546537159756 0.26740558648985346 0.8674696935320397 0.7412162725727992 0.32290779545622317 0.3115539145693298 0.8754519856297756 0.5177768005743455 0.13714585451220074 0.7296087110686367 0.11871537667941778 0.9386987440171999 0.4055231596540615 0.3078234695073696 0.4416558795610077 0.4782092465245812 0.8742173289706903 0.29810827713713317 0.5734813997871349 0.8199338349274177 0.12336705362193934]
2,3.643,141866.000,0.000,[2.890425117782861 2.6978331269790052 -1.1559119484377125 4.920372824455783 1.105331323182653 4.667678935217066 5.142656565660727 1.7786757032163423 -1.0876570326595147 -0.6395518495319299 3.6205153287650136 -2.6871528423564417 -0.49486761201543716 -2.80448983406471 -1.5147190893682771 1.6891275171771463 4.253562850532404 2.8306363031360458 -2.025586822075426 -0.007584835345833318 1.7696620130475353 2.647309877954513 4.812217019343455 -0.443801999194935]
3,9.946,177670.000,0.000,[2.766300320896462 1.0076019461968362 0.9111762853777181 6.234700734935129 1.8036538406987859 7.918756098499772 0.7481696583071527 -5.635005322019417 1.1242057103776448 -1.0032536520054007 5.439899888785502 -0.6514384522423979 -0.990760177635468 -2.1750023165217405 -3.0793780999724643 1.5102009451990495 2.674728237706225 1.7826356506776748 -0.4165686214605486 -0.21696406997460926 1.475384589908629 3.115509752279079 4.533188418090353 -0.4791370617328754]
4,11.503,292624.000,0.000,[6.375531830767515 0.753201517200317 -0.7568220143152602 10.496074240423976 5.661281088206099 7.150788528921525 -0.5996684487081656 -3.462846538505726 6.342905721709072 -4.958471471989247 6.948283942085016 -5.535684961103625 0.30014438303654156 -2.793942549725288 -4.144766810094351 1.165633784234611 7.120934646533576 7.183575777727338 -1.1715742098273032 -0.08180351885542983 2.4067696597371944 2.5894487379167486 8.70324155444116 -1.5173138904168622]
5,11.694,357200.000,0.000,[11.048671244099314 3.372958933086706 -3.971150379084735 13.493683632655301 5.502719544151067 8.868193325731308 7.355836435732846 -6.704460092049378 -2.7040170327029287 -3.0404207829367844 11.650752692189233 -5.591506863573294 0.1549298288157413 -1.1376917467488337 -11.406496430645877 1.859778530558506 3.2576623941142917 7.0742884162009325 -0.13054305496863283 -5.606068777712325 3.388380365048819 8.282514179880197 11.63907842060479 -5.728933179088286]
6,11.002,364871.000,0.000,[13.41512983335813 -0.3813827182469538 -2.4043848974712385 13.105718291489053 2.265973999017496 8.41607972154122 2.7396259051130016 -7.123690784138227 -3.5426875193952156 -8.745975828204966 12.754991118358465 -3.9672912396482594 3.8712324819822976 -3.409109894526617 -10.566677711232742 1.575263834192194 0.6296382357664161 6.703042194688345 -1.3170827696312712 -6.077300856636993 1.5856966491930442 9.500117169062078 10.31878528794265 -3.684466756746269]
7,12.427,364871.000,0.000,[13.41512983335813 -0.3813827182469538 -2.4043848974712385 13.105718291489053 2.265973999017496 8.41607972154122 2.7396259051130016 -7.123690784138227 -3.5426875193952156 -8.745975828204966 12.754991118358465 -3.9672912396482594 3.8712324819822976 -3.409109894526617 -10.566677711232742 1.575263834192194 0.6296382357664161 6.703042194688345 -1.3170827696312712 -6.077300856636993 1.5856966491930442 9.500117169062078 10.31878528794265 -3.684466756746269]
8,10.640,364876.000,0.000,[7.142686135109596 -1.6903442097592754 1.3473552932484414 12.870433397374407 2.517985214234629 7.181463011352933 3.9367305121768563 -2.46494784309783 -1.2192624129841576 -3.2031809011507306 10.016008404046536 -4.8994653454973704 5.049873606987872 -4.175785114165491 -7.85984944585285 1.2896360060692968 0.011299353528917866 4.947187207472567 -0.982007454305792 -7.6765399176404046 3.7408687946936006 6.326199436386716 10.192651964250462 -6.656136545979737]
9,10.543,364876.000,0.000,[7.142686135109596 -1.6903442097592754 1.3473552932484414 12.870433397374407 2.517985214234629 7.181463011352933 3.9367305121768563 -2.46494784309783 -1.2192624129841576 -3.2031809011507306 10.016008404046536 -4.8994653454973704 5.049873606987872 -4.175785114165491 -7.85984944585285 1.2896360060692968 0.011299353528917866 4.947187207472567 -0.982007454305792 -7.6765399176404046 3.7408687946936006 6.326199436386716 10.192651964250462 -6.656136545979737]
10,10.509,364876.000,0.000,[7.142686135109596 -1.6903442097592754 1.3473552932484414 12.870433397374407 2.517985214234629 7.181463011352933 3.9367305121768563 -2.46494784309783 -1.2192624129841576 -3.2031809011507306 10.016008404046536 -4.8994653454973704 5.049873606987872 -4.175785114165491 -7.85984944585285 1.2896360060692968 0.011299353528917866 4.947187207472567 -0.982007454305792 -7.6765399176404046 3.7408687946936006 6.326199436386716 10.192651964250462 -6.656136545979737]
11,11.912,364876.000,0.000,[7.142686135109596 -1.6903442097592754 1.3473552932484414 12.870433397374407 2.517985214234629 7.181463011352933 3.9367305121768563 -2.46494784309783 -1.2192624129841576 -3.2031809011507306 10.016008404046536 -4.8994653454973704 5.049873606987872 -4.175785114165491 -7.85984944585285 1.2896360060692968 0.011299353528917866 4.947187207472567 -0.982007454305792 -7.6765399176404046 3.7408687946936006 6.326199436386716 10.192651964250462 -6.656136545979737]
12,11.597,375718.000,0.000,[9.79841186308645 -0.9453078458545265 -1.1239588201329136 13.379020929279307 11.261698386026497 7.202053129210948 5.706145143635728 -3.7479835926672074 6.135024313176 -6.864980523107446 10.976612052528639 -3.8317636189172823 5.871107931053803 -3.5007623341403096 -8.905321804950063 0.8395724672274163 3.176132136499147 4.60582839209695 5.161577596728847 -2.1448990522531766 4.668509449946491 6.326475079588529 6.138188909961207 -3.314173077564167]
