RunnerSettings(num_particles=99, num_neighbours=99, iterations=1200, dimensions=22, local=False, velocity_clamp=(-5, 5), optimizer_options={})
FEATURE EVALUATION CONFIG
========
averageAmount: 50
maxDropRem: -1
numGames: 100
numLines: 130
seed: -1
startingLevel: 18
startingLines: 0
========
MoveEvaluatorGroup used: WellLocations

iteration,time_taken,train_score,eval_score,vector
1,17.997,139640.000,0.000,[0.5026972707607685 0.8106813547039017 0.07120328583841284 0.5437657809108122 0.8316448170794417 0.5028761452940272 0.11050791131499438 0.1406839846831115 0.685852477761415 0.6779896150819119 0.34471443490866804 0.054482305346513105 0.3252860222149675 0.6957267438165323 0.11213938741776941 0.06595212868353895 0.13646267645311738 0.8494767960351319 0.08369196902413423 0.6661236593248796 0.1938281502753757 0.5245096307963537]
2,3.132,139640.000,0.000,[0.5026972707607685 0.8106813547039017 0.07120328583841284 0.5437657809108122 0.8316448170794417 0.5028761452940272 0.11050791131499438 0.1406839846831115 0.685852477761415 0.6779896150819119 0.34471443490866804 0.054482305346513105 0.3252860222149675 0.6957267438165323 0.11213938741776941 0.06595212868353895 0.13646267645311738 0.8494767960351319 0.08369196902413423 0.6661236593248796 0.1938281502753757 0.5245096307963537]
3,4.797,142355.000,0.000,[1.6233511580053501 -0.6290313834571553 0.13763973589683487 2.451561045806012 0.2378356326180053 3.2834042425333245 -0.6997782220694315 0.4663151957557781 1.554217089032115 2.9454543294206967 2.748671964953985 -0.3662440409355068 0.9764540906095129 -0.25957355840115515 -0.6746184713898689 0.8910473594124202 -2.2938418408830534 -3.1604481571089016 0.24979905949701353 -2.112252491146917 1.814530712193843 0.6861933353344581]
4,10.294,266800.000,0.000,[1.973161157656346 -0.5082636780641288 -1.1939692446441494 0.7401827017895863 0.5804234253488445 3.352241096556889 -2.9002223437052477 1.320518999007089 -3.654765104511548 5.994125680533024 4.399469056150635 -2.2737093266297332 -1.1769033961380613 0.6118599761785841 -2.137879225202974 0.7003983866789151 -1.7595704040375273 -2.383898209669288 1.0112121315152147 -1.1474148956444312 6.170205527608882 5.1968034760995305]
5,9.469,302761.000,0.000,[0.5295052249298922 -2.8224396734821946 1.8950053085027547 2.8266303148270846 -2.9947868699814073 4.146063610584437 -4.82493455420865 0.6685954154417373 -1.2003755478014084 9.570503345641075 6.022904753476875 -2.2999656454682293 1.2385300743443532 -1.7060140047031351 -7.202231297369972 1.7700663396320575 -3.4250023219984094 -6.71026510054128 1.8237083923258393 -5.257070255527935 2.2072062343216583 0.9300425581896073]
6,8.226,343230.000,0.000,[-0.1991826675406232 -2.437948738290598 1.2900623670677729 2.1418716246453844 -4.1430519189709685 4.073599546695933 -4.916436919619433 -0.4209461536738175 3.4280638950325257 12.02578151922693 7.053578616491065 -2.3628583191433536 1.2485273203677414 0.5790293324666056 -6.050296739926473 1.218567014215859 -3.7112564189235 -5.795597209319383 0.11098455056891643 -5.458427161951342 0.32976788048131356 3.4486877936444333]
7,8.665,343230.000,0.000,[-0.1991826675406232 -2.437948738290598 1.2900623670677729 2.1418716246453844 -4.1430519189709685 4.073599546695933 -4.916436919619433 -0.4209461536738175 3.4280638950325257 12.02578151922693 7.053578616491065 -2.3628583191433536 1.2485273203677414 0.5790293324666056 -6.050296739926473 1.218567014215859 -3.7112564189235 -5.795597209319383 0.11098455056891643 -5.458427161951342 0.32976788048131356 3.4486877936444333]
8,9.588,343230.000,0.000,[-0.1991826675406232 -2.437948738290598 1.2900623670677729 2.1418716246453844 -4.1430519189709685 4.073599546695933 -4.916436919619433 -0.4209461536738175 3.4280638950325257 12.02578151922693 7.053578616491065 -2.3628583191433536 1.2485273203677414 0.5790293324666056 -6.050296739926473 1.218567014215859 -3.7112564189235 -5.795597209319383 0.11098455056891643 -5.458427161951342 0.32976788048131356 3.4486877936444333]
9,10.356,381526.000,0.000,[-3.6179810306130515 -2.40334333191959 2.453204260049838 2.352866649260685 -1.7913774411498729 4.336415810475061 -3.4475874242937463 0.5663826834861374 3.921503864706203 8.355266531577852 5.8680529154889225 -2.6512881029297755 3.1304771626244223 0.9454670066830627 -4.8994255489423715 0.8342594062375781 -2.9075494087785883 -7.27733793237421 2.003128809440274 -5.063614881501613 0.831366812698799 4.0628075021705845]
10,7.444,381526.000,0.000,[-3.6179810306130515 -2.40334333191959 2.453204260049838 2.352866649260685 -1.7913774411498729 4.336415810475061 -3.4475874242937463 0.5663826834861374 3.921503864706203 8.355266531577852 5.8680529154889225 -2.6512881029297755 3.1304771626244223 0.9454670066830627 -4.8994255489423715 0.8342594062375781 -2.9075494087785883 -7.27733793237421 2.003128809440274 -5.063614881501613 0.831366812698799 4.0628075021705845]
