RunnerSettings(num_particles=99, num_neighbours=99, iterations=6900, dimensions=21, local=False, velocity_clamp=(-5, 5), optimizer_options={})
FEATURE EVALUATION CONFIG
========
seed: -1
numGames: -1
numLines: 230
maxDropRem: 2
startingLines: 130
startingLevel: 19
averageAmount: 50
========
MoveEvaluatorGroup used: Edge

iteration,time_taken,train_score,eval_score,vector
1,16.278,120220.000,0.000,[0.847593852794029 0.6885048968848013 0.01141801006783938 0.24912813151497004 0.4806919039880788 0.9277247265298664 0.4024062643088453 0.34060695801320806 0.8763702338349922 0.3232859031840907 0.35625429960607324 0.011117396345481478 0.5934602619909163 0.24957509023748115 0.972546635603414 0.5825336502899009 0.6304512835622589 0.36348036685598595 0.15467304770249857 0.20587167917137306 0.3326712489034853]
2,4.251,120538.000,0.000,[-3.6489224901403987 1.1760536699822746 2.3498380631507096 2.758076077508445 3.930598238981738 4.172740773821452 5.065929638984564 -0.16143366226224343 -2.422023165915107 4.354469343267848 3.2414425606820183 4.1890857982404075 -3.0181335888933005 4.769639930310424 1.6666388825706187 3.9359376727549598 0.6161802312296102 3.403215668921554 3.3099974260375924 -4.242959468158937 -3.6038455020262976]
3,16.455,136255.000,0.000,[-0.07025936540544464 3.637508044860997 1.140875217901546 1.6073398334140627 2.8438500433526723 6.928824830185038 2.2556618759889697 -2.419349493241459 -5.350468854900674 2.464310778996017 3.8301494128516924 3.425645362925392 -0.2703007176925294 1.9390837841231798 0.21148052621164126 1.4828656920534433 -0.32221615835030804 1.218687848437252 0.5440598383937614 1.8186806914622964 -1.2176872812514272]
4,13.870,156554.000,0.000,[1.0180213642529221 8.050108907882608 0.36542342323628496 -0.6436817829476733 7.620953039865761 8.201111146387934 1.9916193332147354 -7.026102197451776 -5.188924056683002 4.267295519114225 6.9553527666919415 5.4331978929125295 0.9004107826245726 6.178670022417142 -4.26880317765239 0.35495850315106203 -2.0994798069060865 0.1319769552980583 -2.9954969164369043 -1.5516951363191605 -7.802182584522341]
5,10.207,240000.000,0.000,[-3.993369236874324 1.0685621788971134 1.3405625878405623 1.9166827999658986 6.441873933635848 8.570246735388011 4.269200743370339 -6.955317096622929 -6.93572980293388 2.5958576501498367 7.8946236773263045 0.857357105109231 -1.6152370694733356 5.131317977955598 -7.384711790880748 0.812171882402736 -2.70754488545328 0.004896541853501191 -2.952142133066485 0.04507709565654516 -5.841699066060996]
6,9.717,320177.000,0.000,[3.4987083528285514 5.104231002997386 3.542492290713211 -3.273098778578091 8.731885137355853 7.249963891700611 4.4118262570674265 -5.337042184501078 1.9323022300189345 -0.11448678913643606 11.072266992487368 -2.1662187239609456 -0.5950816786007471 2.475452150245045 -6.773406538003629 0.8615035056786784 -0.14099703410115794 3.748213861923027 -3.7484435207256697 -1.2847957951193498 -4.508738103353231]
7,13.915,321040.000,0.000,[6.270172968294472 3.513854305702547 4.3372003098201795 -7.310462562165687 9.462583114867645 9.1686074400379 4.955858389920872 -5.17452859206359 1.5710345793801817 -0.9880706437493094 13.274835071991511 -5.09301587870819 -0.7633150210038655 0.3619816124165478 -8.21678714890736 1.971227634130691 -0.1760598614454265 1.7217040623475217 -4.493347634214344 -5.6779039068081065 -8.308284966808118]
8,14.737,321040.000,0.000,[6.270172968294472 3.513854305702547 4.3372003098201795 -7.310462562165687 9.462583114867645 9.1686074400379 4.955858389920872 -5.17452859206359 1.5710345793801817 -0.9880706437493094 13.274835071991511 -5.09301587870819 -0.7633150210038655 0.3619816124165478 -8.21678714890736 1.971227634130691 -0.1760598614454265 1.7217040623475217 -4.493347634214344 -5.6779039068081065 -8.308284966808118]
9,10.548,321040.000,0.000,[6.270172968294472 3.513854305702547 4.3372003098201795 -7.310462562165687 9.462583114867645 9.1686074400379 4.955858389920872 -5.17452859206359 1.5710345793801817 -0.9880706437493094 13.274835071991511 -5.09301587870819 -0.7633150210038655 0.3619816124165478 -8.21678714890736 1.971227634130691 -0.1760598614454265 1.7217040623475217 -4.493347634214344 -5.6779039068081065 -8.308284966808118]
10,10.578,321040.000,0.000,[6.270172968294472 3.513854305702547 4.3372003098201795 -7.310462562165687 9.462583114867645 9.1686074400379 4.955858389920872 -5.17452859206359 1.5710345793801817 -0.9880706437493094 13.274835071991511 -5.09301587870819 -0.7633150210038655 0.3619816124165478 -8.21678714890736 1.971227634130691 -0.1760598614454265 1.7217040623475217 -4.493347634214344 -5.6779039068081065 -8.308284966808118]
