Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[622]    0.0    0.00    0.00   32590         ScoreManager::getTotalLines() const [622]
-----------------------------------------------
                0.00    0.00   32590/32590       GetNextMove::getNextMove(BitBoard const&, BlockType, std::vector<double, std::allocator<double> > const&, ScoreManager const&) [3]
[623]    0.0    0.00    0.00   32590         __gnu_cxx::__normal_iterator<BitPieceInfo*, std::vector<BitPieceInfo, std::allocator<BitPieceInfo> > >::operator*() const [623]
-----------------------------------------------
                0.00    0.00   32590/32590       BitPieceInfo* std::__uninitialized_copy<false>::__uninit_copy<std::__detail::_Node_iterator<BitPieceInfo, true, true>, BitPieceInfo*>(std::__detail::_Node_iterator<BitPieceInfo, true, true>, std::__detail::_Node_iterator<BitPieceInfo, true, true>, BitPieceInfo*) [195]
[624]    0.0    0.00    0.00   32590         BitPieceInfo* std::__addressof<BitPieceInfo>(BitPieceInfo&) [624]
-----------------------------------------------
                0.00    0.00   32052/32052       std::_Vector_base<Coord, std::allocator<Coord> >::_Vector_impl::_M_swap_data(std::_Vector_base<Coord, std::allocator<Coord> >::_Vector_impl&) [661]
[625]    0.0    0.00    0.00   32052         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Coord*> >, std::is_move_constructible<Coord*>, std::is_move_assignable<Coord*> >::value, void>::type std::swap<Coord*>(Coord*&, Coord*&) [625]
                0.00    0.00   96156/96156       std::remove_reference<Coord*&>::type&& std::move<Coord*&>(Coord*&) [554]
-----------------------------------------------
                0.00    0.00      10/29302       std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<Move const, int>, true>*) [269]
                0.00    0.00   29292/29302       std::__detail::_Equal_helper<Move, std::pair<Move const, int>, std::__detail::_Select1st, std::equal_to<Move>, unsigned long, true>::_S_equals(std::equal_to<Move> const&, std::__detail::_Select1st const&, Move const&, unsigned long, std::__detail::_Hash_node<std::pair<Move const, int>, true>*) [606]
[626]    0.0    0.00    0.00   29302         decltype ((get<0>)((forward<std::pair<Move const, int>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<Move const, int>&>(std::pair<Move const, int>&) const [626]
                0.00    0.00   29302/29302       std::tuple_element<0ul, std::pair<Move const, int> >::type& std::get<0ul, Move const, int>(std::pair<Move const, int>&) [628]
                0.00    0.00   29302/29302       std::pair<Move const, int>& std::forward<std::pair<Move const, int>&>(std::remove_reference<std::pair<Move const, int>&>::type&) [629]
-----------------------------------------------
                0.00    0.00   29302/29302       std::tuple_element<0ul, std::pair<Move const, int> >::type& std::get<0ul, Move const, int>(std::pair<Move const, int>&) [628]
[627]    0.0    0.00    0.00   29302         Move const& std::__pair_get<0ul>::__get<Move const, int>(std::pair<Move const, int>&) [627]
-----------------------------------------------
                0.00    0.00   29302/29302       decltype ((get<0>)((forward<std::pair<Move const, int>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<Move const, int>&>(std::pair<Move const, int>&) const [626]
[628]    0.0    0.00    0.00   29302         std::tuple_element<0ul, std::pair<Move const, int> >::type& std::get<0ul, Move const, int>(std::pair<Move const, int>&) [628]
                0.00    0.00   29302/29302       Move const& std::__pair_get<0ul>::__get<Move const, int>(std::pair<Move const, int>&) [627]
-----------------------------------------------
                0.00    0.00   29302/29302       decltype ((get<0>)((forward<std::pair<Move const, int>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<Move const, int>&>(std::pair<Move const, int>&) const [626]
[629]    0.0    0.00    0.00   29302         std::pair<Move const, int>& std::forward<std::pair<Move const, int>&>(std::remove_reference<std::pair<Move const, int>&>::type&) [629]
-----------------------------------------------
                0.00    0.00   29292/29292       std::__detail::_Equal_helper<Move, std::pair<Move const, int>, std::__detail::_Select1st, std::equal_to<Move>, unsigned long, true>::_S_equals(std::equal_to<Move> const&, std::__detail::_Select1st const&, Move const&, unsigned long, std::__detail::_Hash_node<std::pair<Move const, int>, true>*) [606]
[630]    0.0    0.00    0.00   29292         std::equal_to<Move>::operator()(Move const&, Move const&) const [630]
                0.00    0.00   29292/29292       operator==(Move const&, Move const&) [635]
-----------------------------------------------
                0.00    0.00   29292/29292       bool std::__equal_aux<Coord const*, Coord const*>(Coord const*, Coord const*, Coord const*) [632]
[631]    0.0    0.00    0.00   29292         bool std::__equal<false>::equal<Coord const*, Coord const*>(Coord const*, Coord const*, Coord const*) [631]
                0.00    0.00  117168/117168      operator==(Coord const&, Coord const&) [540]
-----------------------------------------------
                0.00    0.00   29292/29292       bool std::equal<__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > > >(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >) [633]
[632]    0.0    0.00    0.00   29292         bool std::__equal_aux<Coord const*, Coord const*>(Coord const*, Coord const*, Coord const*) [632]
                0.00    0.00   29292/29292       bool std::__equal<false>::equal<Coord const*, Coord const*>(Coord const*, Coord const*, Coord const*) [631]
-----------------------------------------------
                0.00    0.00   29292/29292       bool std::operator==<Coord, std::allocator<Coord> >(std::vector<Coord, std::allocator<Coord> > const&, std::vector<Coord, std::allocator<Coord> > const&) [634]
[633]    0.0    0.00    0.00   29292         bool std::equal<__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > > >(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >) [633]
                0.00    0.00   87876/87878       Coord const* std::__niter_base<Coord const*, std::vector<Coord, std::allocator<Coord> > >(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >) [556]
                0.00    0.00   29292/29292       bool std::__equal_aux<Coord const*, Coord const*>(Coord const*, Coord const*, Coord const*) [632]
-----------------------------------------------
                0.00    0.00   29292/29292       operator==(Move const&, Move const&) [635]
[634]    0.0    0.00    0.00   29292         bool std::operator==<Coord, std::allocator<Coord> >(std::vector<Coord, std::allocator<Coord> > const&, std::vector<Coord, std::allocator<Coord> > const&) [634]
                0.00    0.00   58584/871161      std::vector<Coord, std::allocator<Coord> >::size() const [424]
                0.00    0.00   58584/309313      std::vector<Coord, std::allocator<Coord> >::begin() const [484]
                0.00    0.00   29292/280021      std::vector<Coord, std::allocator<Coord> >::end() const [502]
                0.00    0.00   29292/29292       bool std::equal<__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > > >(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >) [633]
-----------------------------------------------
                0.00    0.00   29292/29292       std::equal_to<Move>::operator()(Move const&, Move const&) const [630]
[635]    0.0    0.00    0.00   29292         operator==(Move const&, Move const&) [635]
                0.00    0.00   29292/29292       bool std::operator==<Coord, std::allocator<Coord> >(std::vector<Coord, std::allocator<Coord> > const&, std::vector<Coord, std::allocator<Coord> > const&) [634]
-----------------------------------------------
                0.00    0.00   10469/26968       std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<int, false>*) const [666]
                0.00    0.00   16499/26968       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<int, false> const*, unsigned long) const [254]
[636]    0.0    0.00    0.00   26968         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [636]
                0.00    0.00   26968/1305269     std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true> const&) [409]
-----------------------------------------------
                0.00    0.00    8113/25205       SimplePieceInfo::move(MoveDirection) const [95]
                0.00    0.00   17092/25205       SimplePieceInfo::canMove(MoveDirection) const [94]
[637]    0.0    0.00    0.00   25205         Move::operator+=(Coord) [637]
                0.00    0.00  126025/362141      bool __gnu_cxx::operator!=<Coord*, std::vector<Coord, std::allocator<Coord> > >(__gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > > const&, __gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > > const&) [463]
                0.00    0.00  100820/490402      __gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > >::operator*() const [454]
                0.00    0.00  100820/184170      Coord::operator+=(Coord const&) [510]
                0.00    0.00  100820/923895      int const& std::max<int>(int const&, int const&) [417]
                0.00    0.00  100820/288852      __gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > >::operator++() [498]
                0.00    0.00   25205/223320      std::vector<Coord, std::allocator<Coord> >::begin() [505]
                0.00    0.00   25205/423360      std::vector<Coord, std::allocator<Coord> >::end() [457]
-----------------------------------------------
                0.00    0.00    2986/19492       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<int, false>*) [299]
                0.00    0.00    2993/19492       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*) [1092]
                0.00    0.00    3136/19492       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [258]
                0.00    0.00   10377/19492       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(int const&) const [245]
[638]    0.0    0.00    0.00   19492         std::__detail::_Hash_node<int, false>::_M_next() const [638]
-----------------------------------------------
                0.00    0.00    2986/19485       std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [247]
                0.00    0.00   16499/19485       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<int, false> const*, unsigned long) const [254]
[639]    0.0    0.00    0.00   19485         int const& std::__detail::_Identity::operator()<int const&>(int const&) const [639]
                0.00    0.00   19485/34415       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [614]
-----------------------------------------------
                0.00    0.00   17640/17640       std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::count(Move const&) const [96]
[640]    0.0    0.00    0.00   17640         std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_bucket_begin(unsigned long) const [640]
-----------------------------------------------
                0.00    0.00   16507/16507       std::__detail::_Hash_node_value_base<int>::_M_valptr() [643]
[641]    0.0    0.00    0.00   16507         __gnu_cxx::__aligned_buffer<int>::_M_ptr() [641]
                0.00    0.00   16507/16507       __gnu_cxx::__aligned_buffer<int>::_M_addr() [642]
-----------------------------------------------
                0.00    0.00   16507/16507       __gnu_cxx::__aligned_buffer<int>::_M_ptr() [641]
[642]    0.0    0.00    0.00   16507         __gnu_cxx::__aligned_buffer<int>::_M_addr() [642]
-----------------------------------------------
                0.00    0.00       7/16507       std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int>(int&&) [367]
                0.00    0.00    2986/16507       std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [278]
                0.00    0.00    2993/16507       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [752]
                0.00    0.00   10521/16507       std::__detail::_Hash_node_value_base<int>::_M_v() [664]
[643]    0.0    0.00    0.00   16507         std::__detail::_Hash_node_value_base<int>::_M_valptr() [643]
                0.00    0.00   16507/16507       __gnu_cxx::__aligned_buffer<int>::_M_ptr() [641]
-----------------------------------------------
                0.00    0.00   16499/16499       std::__detail::_Hash_node_value_base<int>::_M_valptr() const [647]
[644]    0.0    0.00    0.00   16499         __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [644]
                0.00    0.00   16499/16499       __gnu_cxx::__aligned_buffer<int>::_M_addr() const [645]
-----------------------------------------------
                0.00    0.00   16499/16499       __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [644]
[645]    0.0    0.00    0.00   16499         __gnu_cxx::__aligned_buffer<int>::_M_addr() const [645]
-----------------------------------------------
                0.00    0.00   16499/16499       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<int, false> const*, unsigned long) const [254]
[646]    0.0    0.00    0.00   16499         std::__detail::_Hash_node_value_base<int>::_M_v() const [646]
                0.00    0.00   16499/16499       std::__detail::_Hash_node_value_base<int>::_M_valptr() const [647]
-----------------------------------------------
                0.00    0.00   16499/16499       std::__detail::_Hash_node_value_base<int>::_M_v() const [646]
[647]    0.0    0.00    0.00   16499         std::__detail::_Hash_node_value_base<int>::_M_valptr() const [647]
                0.00    0.00   16499/16499       __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [644]
-----------------------------------------------
                0.00    0.00       7/16448       std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int&&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [359]
                0.00    0.00    2986/16448       std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [247]
                0.00    0.00   13455/16448       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(int const&) const [245]
[648]    0.0    0.00    0.00   16448         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [648]
                0.00    0.00   16448/32947       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [620]
                0.00    0.00   16448/82970       std::hash<int>::operator()(int) const [559]
-----------------------------------------------
                0.00    0.00    1177/15978       std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::begin() [813]
                0.00    0.00    2354/15978       std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::clear() [141]
                0.00    0.00   12447/15978       std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [53]
[649]    0.0    0.00    0.00   15978         std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_begin() const [649]
-----------------------------------------------
                0.00    0.00   14801/14801       std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [143]
[650]    0.0    0.00    0.00   14801         std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [650]
-----------------------------------------------
                0.00    0.00   13455/13455       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(int const&) const [245]
[651]    0.0    0.00    0.00   13455         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_begin(unsigned long) const [651]
-----------------------------------------------
                0.00    0.00   12510/12510       std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [655]
[652]    0.0    0.00    0.00   12510         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [652]
-----------------------------------------------
                0.00    0.00   12510/12510       std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [656]
[653]    0.0    0.00    0.00   12510         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [653]
                0.00    0.00   12510/12510       __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const [654]
-----------------------------------------------
                0.00    0.00   12510/12510       __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [653]
[654]    0.0    0.00    0.00   12510         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const [654]
-----------------------------------------------
                0.00    0.00       1/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [344]
                0.00    0.00      10/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [322]
                0.00    0.00      52/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [274]
                0.00    0.00   12447/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [147]
[655]    0.0    0.00    0.00   12510         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [655]
                0.00    0.00   12510/12510       __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [652]
-----------------------------------------------
                0.00    0.00       1/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > >::_M_allocate_buckets(unsigned long) [343]
                0.00    0.00      10/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_allocate_buckets(unsigned long) [321]
                0.00    0.00      52/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long) [273]
                0.00    0.00   12447/12510       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::_M_allocate_buckets(unsigned long) [146]
[656]    0.0    0.00    0.00   12510         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [656]
                0.00    0.00   12510/12510       __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [653]
-----------------------------------------------
                0.00    0.00      14/12076       std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int>(int&&) [367]
                0.00    0.00      52/12076       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [274]
                0.00    0.00      52/12076       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long) [273]
                0.00    0.00    5972/12076       std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [278]
                0.00    0.00    5986/12076       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [752]
[657]    0.0    0.00    0.00   12076         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_node_allocator() [657]
                0.00    0.00   12076/12076       std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>&) [658]
-----------------------------------------------
                0.00    0.00   12076/12076       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_node_allocator() [657]
[658]    0.0    0.00    0.00   12076         std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>&) [658]
-----------------------------------------------
                0.00    0.00      10/11996       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [322]
                0.00    0.00      10/11996       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_allocate_buckets(unsigned long) [321]
                0.00    0.00    5988/11996       std::__detail::_Hash_node<std::pair<Move const, int>, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<Move const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<Move const&>&&, std::tuple<>&&) [186]
                0.00    0.00    5988/11996       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<Move const, int>, true>*) [235]
[659]    0.0    0.00    0.00   11996         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_node_allocator() [659]
