Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.50     0.00       14     0.00     0.00  std::initializer_list<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::begin() const
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::end() const
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::size() const
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::begin() const
  0.00      1.50     0.00       14     0.00     0.00  std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > const&)
  0.00      1.50     0.00       14     0.00     0.00  std::_Vector_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_create_storage(unsigned long)
  0.00      1.50     0.00       14     0.00     0.00  std::_Vector_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_Vector_base(unsigned long, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&)
  0.00      1.50     0.00       14     0.00     0.00  std::_Deque_iterator<SimplePieceInfo, SimplePieceInfo&, SimplePieceInfo*>::_Deque_iterator()
  0.00      1.50     0.00       14     0.00     0.00  std::allocator_traits<std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::select_on_container_copy_construction(std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&)
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(__gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*)
  0.00      1.50     0.00       14     0.00     0.00  std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >::~pair()
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::vector(std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > const&)
  0.00      1.50     0.00       14     0.00     0.00  std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false>* std::__addressof<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >(std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false>&)
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(__gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*)
  0.00      1.50     0.00       14     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >&)
  0.00      1.50     0.00       14     0.00     0.00  std::__detail::_Node_iterator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false, false>&& std::forward<std::__detail::_Node_iterator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false, false> >(std::remove_reference<std::__detail::_Node_iterator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false, false> >::type&)
  0.00      1.50     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<RotateDirection>::allocate(unsigned long, void const*)
  0.00      1.50     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<RotateDirection>::new_allocator(__gnu_cxx::new_allocator<RotateDirection> const&)
  0.00      1.50     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<RotateDirection>::new_allocator()
  0.00      1.50     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<RotateDirection>::~new_allocator()
  0.00      1.50     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<RotateDirection>::max_size() const
  0.00      1.50     0.00       13     0.00     0.00  std::initializer_list<RotateDirection>::end() const
  0.00      1.50     0.00       13     0.00     0.00  std::initializer_list<RotateDirection>::size() const
  0.00      1.50     0.00       13     0.00     0.00  std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false>::_M_next() const
  0.00      1.50     0.00       13     0.00     0.00  decltype ((get<0>)((forward<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&>(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&) const
  0.00      1.50     0.00       13     0.00     0.00  std::allocator<RotateDirection>::allocator(std::allocator<RotateDirection> const&)
  0.00      1.50     0.00       13     0.00     0.00  std::allocator<RotateDirection>::allocator()
  0.00      1.50     0.00       13     0.00     0.00  std::allocator<RotateDirection>::~allocator()
  0.00      1.50     0.00       13     0.00     0.00  BlockType const& std::__pair_get<0ul>::__const_get<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<RotateDirection>(RotateDirection const*, RotateDirection const*, RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  std::_Vector_base<RotateDirection, std::allocator<RotateDirection> >::_M_allocate(unsigned long)
  0.00      1.50     0.00       13     0.00     0.00  std::_Vector_base<RotateDirection, std::allocator<RotateDirection> >::_Vector_impl::_Vector_impl(std::allocator<RotateDirection> const&)
  0.00      1.50     0.00       13     0.00     0.00  std::_Vector_base<RotateDirection, std::allocator<RotateDirection> >::_M_get_Tp_allocator()
  0.00      1.50     0.00       13     0.00     0.00  std::_Vector_base<RotateDirection, std::allocator<RotateDirection> >::_Vector_base(std::allocator<RotateDirection> const&)
  0.00      1.50     0.00       13     0.00     0.00  std::allocator_traits<std::allocator<RotateDirection> >::allocate(std::allocator<RotateDirection>&, unsigned long)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::__uninitialized_copy<true>::__uninit_copy<RotateDirection const*, RotateDirection*>(RotateDirection const*, RotateDirection const*, RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  void std::vector<RotateDirection, std::allocator<RotateDirection> >::_M_range_initialize<RotateDirection const*>(RotateDirection const*, RotateDirection const*, std::forward_iterator_tag)
  0.00      1.50     0.00       13     0.00     0.00  std::vector<RotateDirection, std::allocator<RotateDirection> >::vector(std::initializer_list<RotateDirection>, std::allocator<RotateDirection> const&)
  0.00      1.50     0.00       13     0.00     0.00  std::iterator_traits<RotateDirection const*>::difference_type std::__distance<RotateDirection const*>(RotateDirection const*, RotateDirection const*, std::random_access_iterator_tag)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::__niter_base<RotateDirection*>(RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::__copy_move_a<false, RotateDirection const*, RotateDirection*>(RotateDirection const*, RotateDirection const*, RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::__copy_move_a2<false, RotateDirection const*, RotateDirection*>(RotateDirection const*, RotateDirection const*, RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::uninitialized_copy<RotateDirection const*, RotateDirection*>(RotateDirection const*, RotateDirection const*, RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  std::iterator_traits<RotateDirection const*>::iterator_category std::__iterator_category<RotateDirection const*>(RotateDirection const* const&)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::__uninitialized_copy_a<RotateDirection const*, RotateDirection*, RotateDirection>(RotateDirection const*, RotateDirection const*, RotateDirection*, std::allocator<RotateDirection>&)
  0.00      1.50     0.00       13     0.00     0.00  std::tuple_element<0ul, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::type const& std::get<0ul, BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&)
  0.00      1.50     0.00       13     0.00     0.00  RotateDirection* std::copy<RotateDirection const*, RotateDirection*>(RotateDirection const*, RotateDirection const*, RotateDirection*)
  0.00      1.50     0.00       13     0.00     0.00  std::iterator_traits<RotateDirection const*>::difference_type std::distance<RotateDirection const*>(RotateDirection const*, RotateDirection const*)
  0.00      1.50     0.00       12     0.00     0.00  std::initializer_list<BlockType>::begin() const
  0.00      1.50     0.00       12     0.00     0.00  BlockType const* std::__miter_base<BlockType const*>(BlockType const*)
  0.00      1.50     0.00       12     0.00     0.00  BlockType const* std::__niter_base<BlockType const*>(BlockType const*)
  0.00      1.50     0.00       11     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const
  0.00      1.50     0.00       11     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_begin() const
  0.00      1.50     0.00       11     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  0.00      1.50     0.00       11     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_deallocate_buckets()
  0.00      1.50     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<SimplePieceInfo*>::deallocate(SimplePieceInfo**, unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<SimplePieceInfo*>::allocate(unsigned long, void const*)
  0.00      1.50     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<SimplePieceInfo*>::max_size() const
  0.00      1.50     0.00       10     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>)
  0.00      1.50     0.00       10     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_allocate_buckets(unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  std::_Hashtable<Move, std::pair<Move const, int>, std::allocator<std::pair<Move const, int> >, std::__detail::_Select1st, std::equal_to<Move>, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      1.50     0.00       10     0.00     0.00  std::_Deque_base<SimplePieceInfo, std::allocator<SimplePieceInfo> >::_M_allocate_map(unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  std::_Deque_base<SimplePieceInfo, std::allocator<SimplePieceInfo> >::_M_deallocate_map(SimplePieceInfo**, unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<SimplePieceInfo*> >::deallocate(std::allocator<SimplePieceInfo*>&, SimplePieceInfo**, unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<SimplePieceInfo*> >::allocate(std::allocator<SimplePieceInfo*>&, unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  std::__detail::_Hash_code_base<Move, std::pair<Move const, int>, std::__detail::_Select1st, std::hash<Move>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_extract()
  0.00      1.50     0.00       10     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_allocate_buckets(unsigned long)
  0.00      1.50     0.00       10     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  0.00      1.50     0.00        9     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      1.50     0.00        9     0.00     0.00  std::remove_reference<double*&>::type&& std::move<double*&>(double*&)
  0.00      1.50     0.00        8     0.00     0.00  bool __gnu_cxx::operator!=<BlockType*, std::vector<BlockType, std::allocator<BlockType> > >(__gnu_cxx::__normal_iterator<BlockType*, std::vector<BlockType, std::allocator<BlockType> > > const&, __gnu_cxx::__normal_iterator<BlockType*, std::vector<BlockType, std::allocator<BlockType> > > const&)
  0.00      1.50     0.00        8     0.00     0.00  std::initializer_list<Coord>::end() const
  0.00      1.50     0.00        8     0.00     0.00  std::initializer_list<Coord>::size() const
  0.00      1.50     0.00        8     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
  0.00      1.50     0.00        8     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
  0.00      1.50     0.00        8     0.00     0.00  std::iterator_traits<Coord const*>::difference_type std::__distance<Coord const*>(Coord const*, Coord const*, std::random_access_iterator_tag)
  0.00      1.50     0.00        8     0.00     0.00  std::iterator_traits<Coord const*>::iterator_category std::__iterator_category<Coord const*>(Coord const* const&)
  0.00      1.50     0.00        8     0.00     0.00  std::iterator_traits<Coord const*>::difference_type std::distance<Coord const*>(Coord const*, Coord const*)
  0.00      1.50     0.00        7     0.00    30.83  BitBoardPre::bfs(SimplePieceInfo const&)
  0.00      1.50     0.00        7     0.00     0.00  SimplePieceInfo::SimplePieceInfo(SimpleBoard const&, Move const&, BlockType)
  0.00      1.50     0.00        7     0.00     0.00  PositionPieceGetter::getStartingPosition(BlockType)
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<SimplePieceInfo>::new_allocator()
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<SimplePieceInfo>::~new_allocator()
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >::deallocate(std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false>*, unsigned long)
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >::allocate(unsigned long, void const*)
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::new_allocator()
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::~new_allocator()
  0.00      1.50     0.00        7     0.00     0.00  void __gnu_cxx::new_allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::destroy<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >*)
  0.00      1.50     0.00        7     0.00     0.00  void __gnu_cxx::new_allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::construct<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&>(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >*, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&)
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::new_allocator()
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::__normal_iterator<BlockType*, std::vector<BlockType, std::allocator<BlockType> > >::operator++()
  0.00      1.50     0.00        7     0.00     0.00  SimpleBoard::getPiece(BlockType) const
  0.00      1.50     0.00        7     0.00     0.00  SimpleBoard::getPiece(BlockType, Move&) const
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >::max_size() const
  0.00      1.50     0.00        7     0.00     0.00  __gnu_cxx::__normal_iterator<BlockType*, std::vector<BlockType, std::allocator<BlockType> > >::operator*() const
