RunnerSettings(num_particles=72, num_neighbours=99, iterations=1200, dimensions=22, local=False, velocity_clamp=(-5, 5), optimizer_options={})
FEATURE EVALUATION CONFIG
========
averageAmount: 50
maxDropRem: -1
numGames: 100
numLines: 230
seed: -1
startingLevel: 19
startingLines: 130
========
MoveEvaluatorGroup used: WellLocationsNotBoth

iteration,time_taken,train_score,eval_score,vector
1,5.213,124650.000,0.000,[0.8341077206813549 0.6651325466417829 0.7615823560021328 0.47407371090726647 0.9667013512644224 0.801020052561076 0.5475329986804437 0.11389114224829422 0.327901375502308 0.8136751349609074 0.6565408407387312 0.7596239321997217 0.7472148817910041 0.11596729452385057 0.43556306392217325 0.43347647940836986 0.17213561365046326 0.23547806923154935 0.4290251250701117 0.7469718679501668 0.9451142596965906 0.014442089492355037]
2,1.489,138009.000,0.000,[0.13520179110923258 2.290206093709865 4.931310844994014 -2.5125071170889033 0.5976103466731674 4.751182729099902 2.0770403401058517 0.335696791494015 4.636349958605858 3.955034164188556 1.7639111667389211 2.3174921226098215 1.4378893367931238 -1.0256258314366362 -3.1182919545538366 1.0660554699318485 0.91743360913799 -2.8103571804067005 0.434942635103398 3.5697814991203423 2.0804333977953053 2.6252699482227513]
3,3.575,162726.000,0.000,[0.27697722916998857 5.64521034940861 1.6353622591573846 -1.0484053164680796 0.6399872123491723 5.031924123645877 3.006459654287366 0.2891184932612921 3.867055206429079 -0.1448965881958726 0.7914568258317964 2.2135458156696326 2.214992671004086 -1.48024555823855 -4.373380052889293 0.7299508057394737 0.7196766037629501 -2.285667842576499 -1.7437398550893148 1.5454135133843236 3.227187523659718 4.232458434304419]
4,3.161,255113.000,0.000,[0.15780556791057176 7.6199942761783435 7.1372767408353095 -4.227744176052062 0.65032372189835 10.649577231792946 8.359522284484008 -1.3469493235820216 8.482050627129098 2.7715724267199793 2.469945456587764 1.1595865886853964 3.189971115650513 -2.4261312303704923 -7.633687198021965 1.122355915198077 -0.8896652426189249 -4.6348496666168195 -0.9770809459388645 -0.8299925040090979 1.6989722772806926 5.948036496245483]
5,3.090,321130.000,0.000,[3.4619211249330366 10.62433493767394 10.779988148901714 -4.460254304237623 0.9142644482065336 12.453141318799872 11.847077151218656 -1.523642129193592 5.373626964949546 6.637533428918892 2.913738464101737 1.2000712849086295 -0.15256796454527888 1.6908373986586187 -11.826764497891984 1.374919351781846 1.1782167767694616 -8.003252619195509 -2.335276236733223 -2.5515263860367425 5.20745149725227 4.168140056412412]
6,3.569,321130.000,0.000,[3.4619211249330366 10.62433493767394 10.779988148901714 -4.460254304237623 0.9142644482065336 12.453141318799872 11.847077151218656 -1.523642129193592 5.373626964949546 6.637533428918892 2.913738464101737 1.2000712849086295 -0.15256796454527888 1.6908373986586187 -11.826764497891984 1.374919351781846 1.1782167767694616 -8.003252619195509 -2.335276236733223 -2.5515263860367425 5.20745149725227 4.168140056412412]
7,3.946,321130.000,0.000,[3.4619211249330366 10.62433493767394 10.779988148901714 -4.460254304237623 0.9142644482065336 12.453141318799872 11.847077151218656 -1.523642129193592 5.373626964949546 6.637533428918892 2.913738464101737 1.2000712849086295 -0.15256796454527888 1.6908373986586187 -11.826764497891984 1.374919351781846 1.1782167767694616 -8.003252619195509 -2.335276236733223 -2.5515263860367425 5.20745149725227 4.168140056412412]
8,3.574,321130.000,0.000,[3.4619211249330366 10.62433493767394 10.779988148901714 -4.460254304237623 0.9142644482065336 12.453141318799872 11.847077151218656 -1.523642129193592 5.373626964949546 6.637533428918892 2.913738464101737 1.2000712849086295 -0.15256796454527888 1.6908373986586187 -11.826764497891984 1.374919351781846 1.1782167767694616 -8.003252619195509 -2.335276236733223 -2.5515263860367425 5.20745149725227 4.168140056412412]
9,3.478,321130.000,0.000,[3.4619211249330366 10.62433493767394 10.779988148901714 -4.460254304237623 0.9142644482065336 12.453141318799872 11.847077151218656 -1.523642129193592 5.373626964949546 6.637533428918892 2.913738464101737 1.2000712849086295 -0.15256796454527888 1.6908373986586187 -11.826764497891984 1.374919351781846 1.1782167767694616 -8.003252619195509 -2.335276236733223 -2.5515263860367425 5.20745149725227 4.168140056412412]
10,3.636,321130.000,0.000,[3.4619211249330366 10.62433493767394 10.779988148901714 -4.460254304237623 0.9142644482065336 12.453141318799872 11.847077151218656 -1.523642129193592 5.373626964949546 6.637533428918892 2.913738464101737 1.2000712849086295 -0.15256796454527888 1.6908373986586187 -11.826764497891984 1.374919351781846 1.1782167767694616 -8.003252619195509 -2.335276236733223 -2.5515263860367425 5.20745149725227 4.168140056412412]
