RunnerSettings(num_particles=72, num_neighbours=99, iterations=1200, dimensions=20, local=False, velocity_clamp=(-5, 5), optimizer_options={})
FEATURE EVALUATION CONFIG
========
averageAmount: 70
maxDropRem: -1
numGames: 100
numLines: 130
seed: -1
startingLevel: 18
startingLines: 0
========
MoveEvaluatorGroup used: Linear

iteration,time_taken,train_score,eval_score,vector
1,7.363,134135.000,0.000,[0.7516391511280096 0.6684013590356703 0.44940196095913965 0.18569373215783191 0.31001060262843516 0.9732239510622902 0.9924756072799896 0.05396218242236128 0.3206036992891722 0.9008656362489266 0.008756963111447025 0.6039099061922713 0.32808295457988346 0.6238225367492061 0.6563200751547899 0.02377338673390772 0.5709961011437847 0.2297930925008812 0.0042264228064113896 0.9107338402407078]
2,1.449,134135.000,0.000,[0.7516391511280096 0.6684013590356703 0.44940196095913965 0.18569373215783191 0.31001060262843516 0.9732239510622902 0.9924756072799896 0.05396218242236128 0.3206036992891722 0.9008656362489266 0.008756963111447025 0.6039099061922713 0.32808295457988346 0.6238225367492061 0.6563200751547899 0.02377338673390772 0.5709961011437847 0.2297930925008812 0.0042264228064113896 0.9107338402407078]
3,2.875,144011.000,0.000,[3.732546884949207 -0.7995501530807223 1.527247021055775 3.567324149426053 -0.4775037101889967 3.891652352087765 1.1599087509094406 -1.2536138632813014 -0.48102382758059736 1.6008465622053691 -0.16733706198613202 2.5854190557093366 2.257714153570125 -0.056910304366732944 -0.6445653589256892 0.5912554921871587 0.7868253989187743 0.04197367229810872 -0.4357146253299349 5.301015645272803]
4,3.488,165344.000,0.000,[2.2946015223757996 6.965295822146645 4.220131875645928 3.569740582676018 -2.043512306172486 5.316937544576659 2.765951088655043 -4.033759764813129 0.6726379762478445 4.004560384919825 4.624963284677689 3.386354605166945 6.303560577705568 -1.5129816677058865 -3.6210137275009613 0.1798722461920429 1.0529526264358444 -6.437686343631253 2.1105789346464467 5.214908002737664]
5,5.616,228791.000,0.000,[1.4387346832189845 2.8049721600544046 2.876243335587655 7.481672229835704 0.5604354042215218 6.268648606746421 3.3643436308296195 -0.05187375573157382 1.9574115286469658 3.9935548445801183 7.650408130596482 1.0844489601464875 5.29345827759075 -2.785680298538192 -5.323809990247641 0.23272598948142686 0.47157304821241086 -2.0022291227529245 1.9242531139518073 3.9384507817094563]
6,4.122,302724.000,0.000,[-1.667453115050792 4.600449846919277 -0.9834557643522284 8.309881624846462 -2.987199745778974 5.795339690293581 0.7765628661594484 2.3670258445215087 0.6756272520967981 2.7193085176069323 6.138746148950817 -0.8914343122103077 3.3909028341031195 1.141472522193675 -4.656832077282723 0.5702791665734521 -0.6060581629996777 -1.0451825914884874 -0.941659220610739 2.170922193622822]
7,4.645,326091.000,0.000,[-4.998756742836241 7.420975592023022 -1.4054331654986476 7.331874973605082 -0.573390158908778 9.251264383871685 2.048518325822741 -2.892333199121577 0.6267395787778911 5.134516754339312 11.701973969825621 -1.5121328803635392 1.8425972331124392 3.5599238782986076 -8.654386876330104 0.670163491247671 -0.2915753704318558 -3.7318230482734926 1.0745056187149746 4.539036457819088]
8,5.455,353371.000,0.000,[-7.814158118713955 9.29526045740123 3.152853305902598 5.0932755155899825 -1.0734681753762616 9.681695896662958 1.959721661453008 -1.1811512269682334 4.808122157846485 7.161313251091054 7.442453189738362 -2.073298111153656 5.31246900261134 -2.137313347546659 -11.100634701154451 1.3024759061868463 0.06206887677560147 -8.011490096512372 0.5264751172417821 4.831471842797627]
9,5.736,353371.000,0.000,[-7.814158118713955 9.29526045740123 3.152853305902598 5.0932755155899825 -1.0734681753762616 9.681695896662958 1.959721661453008 -1.1811512269682334 4.808122157846485 7.161313251091054 7.442453189738362 -2.073298111153656 5.31246900261134 -2.137313347546659 -11.100634701154451 1.3024759061868463 0.06206887677560147 -8.011490096512372 0.5264751172417821 4.831471842797627]
10,4.651,353371.000,0.000,[-7.814158118713955 9.29526045740123 3.152853305902598 5.0932755155899825 -1.0734681753762616 9.681695896662958 1.959721661453008 -1.1811512269682334 4.808122157846485 7.161313251091054 7.442453189738362 -2.073298111153656 5.31246900261134 -2.137313347546659 -11.100634701154451 1.3024759061868463 0.06206887677560147 -8.011490096512372 0.5264751172417821 4.831471842797627]
11,4.147,353371.000,0.000,[-7.814158118713955 9.29526045740123 3.152853305902598 5.0932755155899825 -1.0734681753762616 9.681695896662958 1.959721661453008 -1.1811512269682334 4.808122157846485 7.161313251091054 7.442453189738362 -2.073298111153656 5.31246900261134 -2.137313347546659 -11.100634701154451 1.3024759061868463 0.06206887677560147 -8.011490096512372 0.5264751172417821 4.831471842797627]
12,5.744,390533.000,0.000,[-5.631654688728963 8.000411101664398 4.341225255172997 -0.6053818204612673 0.37838571093469486 8.705305809555309 0.6649783445801507 -1.0407345480323364 6.77372082925228 4.612328373462915 10.601420382875496 -2.2869940213725193 2.86434513232925 -5.160903952951597 -9.97526402558925 0.849951579426262 -0.18768836480986092 -9.258162615112518 -2.733311341781495 3.348138166060311]
13,5.581,390533.000,0.000,[-5.631654688728963 8.000411101664398 4.341225255172997 -0.6053818204612673 0.37838571093469486 8.705305809555309 0.6649783445801507 -1.0407345480323364 6.77372082925228 4.612328373462915 10.601420382875496 -2.2869940213725193 2.86434513232925 -5.160903952951597 -9.97526402558925 0.849951579426262 -0.18768836480986092 -9.258162615112518 -2.733311341781495 3.348138166060311]
14,4.771,390533.000,0.000,[-5.631654688728963 8.000411101664398 4.341225255172997 -0.6053818204612673 0.37838571093469486 8.705305809555309 0.6649783445801507 -1.0407345480323364 6.77372082925228 4.612328373462915 10.601420382875496 -2.2869940213725193 2.86434513232925 -5.160903952951597 -9.97526402558925 0.849951579426262 -0.18768836480986092 -9.258162615112518 -2.733311341781495 3.348138166060311]
15,4.767,390533.000,0.000,[-5.631654688728963 8.000411101664398 4.341225255172997 -0.6053818204612673 0.37838571093469486 8.705305809555309 0.6649783445801507 -1.0407345480323364 6.77372082925228 4.612328373462915 10.601420382875496 -2.2869940213725193 2.86434513232925 -5.160903952951597 -9.97526402558925 0.849951579426262 -0.18768836480986092 -9.258162615112518 -2.733311341781495 3.348138166060311]
16,4.884,394922.000,0.000,[-3.6800249994842207 8.703569056894121 2.428677867333976 3.0241246201870826 -1.1377521181905297 7.795916719082495 -1.7815640549954672 1.4312061908279463 9.014599981428217 3.578325418827698 9.140584428330397 -5.456621659259352 -1.1879219789088513 -5.880410325880034 -5.720342611002591 0.8124360113637075 0.1444615859030427 -10.992818828138361 -2.0294801779754756 3.738922275883298]
17,4.472,402871.000,0.000,[-2.8776068974656326 10.655137664500714 2.0549090210645473 0.8873054012146682 -1.1403933178176184 9.152610310220734 -3.602504815053881 1.0769277208953019 9.344772957300686 1.6283422115814852 9.998910683122975 -6.065036583461936 3.665705840703719 -8.198148291633943 -11.01140632022288 1.6863118569136581 -0.13135796272457556 -13.109330677052347 1.0316822243531587 2.019936977436917]
18,5.076,402871.000,0.000,[-2.8776068974656326 10.655137664500714 2.0549090210645473 0.8873054012146682 -1.1403933178176184 9.152610310220734 -3.602504815053881 1.0769277208953019 9.344772957300686 1.6283422115814852 9.998910683122975 -6.065036583461936 3.665705840703719 -8.198148291633943 -11.01140632022288 1.6863118569136581 -0.13135796272457556 -13.109330677052347 1.0316822243531587 2.019936977436917]
19,4.893,402871.000,0.000,[-2.8776068974656326 10.655137664500714 2.0549090210645473 0.8873054012146682 -1.1403933178176184 9.152610310220734 -3.602504815053881 1.0769277208953019 9.344772957300686 1.6283422115814852 9.998910683122975 -6.065036583461936 3.665705840703719 -8.198148291633943 -11.01140632022288 1.6863118569136581 -0.13135796272457556 -13.109330677052347 1.0316822243531587 2.019936977436917]
20,5.126,403196.000,0.000,[-4.217085194346568 5.538189487242375 5.874232185517415 2.3606023011243193 0.9649184649096698 10.043324346518615 4.8673090913331665 0.9245326292822194 3.5250022537871843 5.9978467270113365 11.741187886340999 -1.7851579608986272 2.0439470520644187 -4.234762558935563 -14.00320131258495 1.2816932864020836 0.6133366281528909 -8.380552459087932 -2.1418412056974674 0.4246919544710721]
21,5.445,403196.000,0.000,[-4.217085194346568 5.538189487242375 5.874232185517415 2.3606023011243193 0.9649184649096698 10.043324346518615 4.8673090913331665 0.9245326292822194 3.5250022537871843 5.9978467270113365 11.741187886340999 -1.7851579608986272 2.0439470520644187 -4.234762558935563 -14.00320131258495 1.2816932864020836 0.6133366281528909 -8.380552459087932 -2.1418412056974674 0.4246919544710721]
22,4.817,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
23,5.450,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
24,5.548,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
25,5.522,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
26,5.247,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
27,5.030,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
28,5.110,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
29,5.679,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
30,4.870,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
31,5.163,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
32,5.532,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
33,4.721,411162.000,0.000,[-1.3632828471223188 5.791587140876757 2.716203962798369 3.122118515030759 3.2858728236462973 13.242691369354354 -3.3097681987992296 -0.7277840398062256 6.100403539015611 2.92601540397851 12.265345479038253 -3.9578240263351474 1.1112380702193292 -5.877953130617605 -13.046969800643339 1.9517611198184834 0.8340755758482633 -10.314235365712936 1.711049433212153 1.8913913582828128]
34,5.231,414922.000,0.000,[0.8136536194638668 11.678677399485881 3.6784124504425524 2.523248920354088 -1.6251829326469556 11.301413987413332 -2.3654160274814564 -2.0027538628559136 10.25756377416062 5.156636484762761 14.63202363730729 -7.6141891520912015 0.09983477185271505 -6.991187285056995 -14.925718452871504 2.238344852815978 -0.7129531364671405 -8.425888675136976 3.827235010561539 -1.9819582875975756]
35,5.432,414922.000,0.000,[0.8136536194638668 11.678677399485881 3.6784124504425524 2.523248920354088 -1.6251829326469556 11.301413987413332 -2.3654160274814564 -2.0027538628559136 10.25756377416062 5.156636484762761 14.63202363730729 -7.6141891520912015 0.09983477185271505 -6.991187285056995 -14.925718452871504 2.238344852815978 -0.7129531364671405 -8.425888675136976 3.827235010561539 -1.9819582875975756]
36,5.042,414922.000,0.000,[0.8136536194638668 11.678677399485881 3.6784124504425524 2.523248920354088 -1.6251829326469556 11.301413987413332 -2.3654160274814564 -2.0027538628559136 10.25756377416062 5.156636484762761 14.63202363730729 -7.6141891520912015 0.09983477185271505 -6.991187285056995 -14.925718452871504 2.238344852815978 -0.7129531364671405 -8.425888675136976 3.827235010561539 -1.9819582875975756]
37,4.507,414922.000,0.000,[0.8136536194638668 11.678677399485881 3.6784124504425524 2.523248920354088 -1.6251829326469556 11.301413987413332 -2.3654160274814564 -2.0027538628559136 10.25756377416062 5.156636484762761 14.63202363730729 -7.6141891520912015 0.09983477185271505 -6.991187285056995 -14.925718452871504 2.238344852815978 -0.7129531364671405 -8.425888675136976 3.827235010561539 -1.9819582875975756]
38,5.734,414922.000,0.000,[0.8136536194638668 11.678677399485881 3.6784124504425524 2.523248920354088 -1.6251829326469556 11.301413987413332 -2.3654160274814564 -2.0027538628559136 10.25756377416062 5.156636484762761 14.63202363730729 -7.6141891520912015 0.09983477185271505 -6.991187285056995 -14.925718452871504 2.238344852815978 -0.7129531364671405 -8.425888675136976 3.827235010561539 -1.9819582875975756]
