RunnerSettings(num_particles=99, num_neighbours=99, iterations=6900, dimensions=18, local=False, velocity_clamp=(-5, 5), optimizer_options={})
iteration,time_taken,train_score,eval_score,vector
1,1163.547,257201.000,0.000,[0.12541889830871555 0.1558097000546219 0.8211500124645583 0.292787370300174 0.44694892899978933 0.8641377075101111 0.2716844872377886 0.5471568662440087 0.878575185667435 0.6222405107382023 0.04627602641914985 0.6807865762239639 0.7643459733876983 0.3569683475582226 0.7985626126797858 0.8605548532908531 0.2959186659670726 0.490512701899514]
2,246.907,257201.000,0.000,[0.12541889830871555 0.1558097000546219 0.8211500124645583 0.292787370300174 0.44694892899978933 0.8641377075101111 0.2716844872377886 0.5471568662440087 0.878575185667435 0.6222405107382023 0.04627602641914985 0.6807865762239639 0.7643459733876983 0.3569683475582226 0.7985626126797858 0.8605548532908531 0.2959186659670726 0.490512701899514]
3,483.520,300723.000,0.000,[2.3637909104507155 0.4149825741250044 0.4689707207386835 -0.7480457935166438 -1.0121807623182568 2.235791685340269 0.7286169047397566 -0.4741773708745951 -1.3850089615175887 0.7760487978773332 1.3572712769401125 -2.4527767863741317 1.4964349482457617 -2.081813975715085 0.9773293081928881 0.5432348563690109 -0.4008820956323965 1.7234320360713586]
4,429.724,336025.000,0.000,[1.7792588568833252 -0.20632040978897281 4.163102928114513 4.071439675972217 1.674659085765704 6.297970031661997 0.4321648400691722 -1.9689202684793856 -3.8808653121116183 0.881249194982451 2.9756530840077686 -6.920644051478634 -4.632252213014587 -1.3099762636116534 1.9416616474932527 1.163317923112496 2.4750312274106974 6.799750405662129]
5,661.386,423388.000,0.000,[2.3527137114649985 1.2326643355501243 3.362648420223719 -0.4554565961074042 2.6576375188284516 7.513383085191219 -0.5291235594447046 -3.459439341561086 7.012097859992881 1.110148236129462 1.9746875524180263 -6.181084839429968 -2.7297793021861754 -0.5470584933885876 1.0831630174656706 0.6958014658271092 1.9021464627909883 0.29083289543038404]
6,583.348,508510.000,0.000,[-0.6522337497592989 -0.2432076730496766 4.279086421494043 7.478467832084094 4.23613475240207 9.773651439867479 0.4663793321243472 -6.555753493729593 4.917209801667748 3.9774272402055635 5.828788746892838 -8.532300649168612 -7.649049144321029 -2.876736837761376 1.4464688577798213 0.7414818723172482 7.2716895425692805 3.9797109256993206]
7,754.694,508510.000,0.000,[-0.6522337497592989 -0.2432076730496766 4.279086421494043 7.478467832084094 4.23613475240207 9.773651439867479 0.4663793321243472 -6.555753493729593 4.917209801667748 3.9774272402055635 5.828788746892838 -8.532300649168612 -7.649049144321029 -2.876736837761376 1.4464688577798213 0.7414818723172482 7.2716895425692805 3.9797109256993206]
8,868.104,627783.000,0.000,[-0.2528016626540661 3.9569500602606817 4.906838187410603 1.1916113044349004 -1.5087200547136899 10.260337449972518 0.5493984199734205 -3.298988610761337 4.287035908038277 5.836956595784898 8.1259420772502 -8.860615289402208 -5.732913157672515 -6.338387178850285 0.21804527752114033 1.001985296979648 1.7358857327530228 -0.7052060453966034]
9,1057.772,648575.000,0.000,[-0.3148095321515312 3.9102955183171266 1.0103017113844759 -0.05566989752654372 -4.248625041166472 10.043286652543426 1.6352206869481023 -13.942675316653137 7.26075189127955 7.772394719592153 12.284951801559725 -11.039546595861893 -8.271536358797437 -7.941145564562871 -0.38368114601570324 1.8980118233251217 0.5435381436404372 1.7113860744397167]
10,890.611,750237.000,0.000,[-0.7724326875565928 3.7786919215459114 9.049643847080514 -1.2963072436928336 -0.6995272670194193 11.663665651215377 5.6203017179500065 -7.324501086800332 7.377788190677001 9.48170445492086 13.069824992364527 -5.551936455062306 -5.533265670628953 -4.411761495202377 -3.7019441591448423 0.7799245065155072 -1.1028349976319163 4.924580158283028]
